url,name,street_address,city,state,zip,id,grades,type,students,rating,probation_status,asian,black,hispanic,white,other,low_income,diverse_learners,limited_english,mobility_rate,chronic_truancy
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609826,CASTELLANOS,2524 S CENTRAL PARK Ave,Chicago,IL,60623,609826,"4, 5, 6, 7, 8",Neighborhood,613,Level 2,Provisional Support,0,0.04,0.95,0,0,0.97,0.15,0.22,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400021,CATALYST - CIRCLE ROCK,5608 W WASHINGTON Blvd,Chicago,IL,60644,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,514,Level 1,Not Applicable,0,0.97,0.02,0,0.01,0.91,0.13,0,0.05,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400115,CATALYST - MARIA,6727 S CALIFORNIA Ave,Chicago,IL,60629,,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,1098,Level 1+,Not Applicable,0,0.46,0.52,0.01,0.01,0.94,0.16,0.15,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610251,CATHER,2908 W WASHINGTON Blvd,Chicago,IL,60612,610251,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,390,Level 1,Good Standing,0.01,0.97,0.02,0,0,0.95,0.18,0.01,0.34,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609851,CHALMERS,2745 W ROOSEVELT Rd,Chicago,IL,60608,609851,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,390,Level 1,Intensive Support,0,0.96,0.03,0.01,0.01,0.98,0.13,0.01,0.58,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609852,CHAPPELL,2135 W FOSTER Ave,Chicago,IL,60625,609852,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,608,Level 1+,Good Standing,0.11,0.06,0.56,0.21,0.06,0.67,0.16,0.23,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609853,CHASE,2021 N POINT St,Chicago,IL,60647,609853,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,460,Level 1+,Good Standing,0,0.03,0.92,0.04,0.01,0.94,0.23,0.39,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610148,CHAVEZ,4747 S MARSHFIELD Ave,Chicago,IL,60609,610148,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,974,Level 1+,Good Standing,0,0.03,0.96,0.01,0.01,0.99,0.1,0.47,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610248,CHICAGO ACADEMY ES,3400 N AUSTIN Ave,Chicago,IL,60634,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Small,599,Level 1,Good Standing,0.03,0.03,0.7,0.22,0.02,0.74,0.14,0.28,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609753,CHICAGO AGRICULTURE HS,3857 W 111TH St,Chicago,IL,60655,609753,"9, 10, 11, 12",Magnet,705,Level 1+,Good Standing,0,0.42,0.19,0.36,0.03,0.41,0.18,0.01,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400022,CHICAGO ARTS HS,2714 W AUGUSTA Blvd,Chicago,IL,60622,400022,"9, 10, 11, 12",Contract,601,Level 1+,Good Standing,0.02,0.45,0.28,0.17,0.08,0.54,0.07,0.01,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400161,CHICAGO COLLEGIATE,11816 S INDIANA,Chicago,IL,60628,,"4, 5, 6, 7, 8",Charter,296,Level 1+,Not Applicable,0,0.99,0.01,0,0,0.92,0.16,0,0.15,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400035,CHICAGO MATH & SCIENCE HS,7212 N CLARK St,Chicago,IL,60626,400035,"6, 7, 8, 9, 10, 11, 12",Charter,596,Level 1+,Not Applicable,0.11,0.3,0.54,0.03,0.02,0.9,0.1,0.12,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609754,CHICAGO MILITARY HS,3519 S GILES Ave,Chicago,IL,60653,609754,"9, 10, 11, 12",Military academy,289,Level 1,Good Standing,0,0.7,0.27,0.02,0.01,0.93,0.13,0.04,0.06,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400091,CHICAGO TECH HS,1301 W 14TH St,Chicago,IL,60608,400091,"9, 10, 11, 12",Contract,260,Level 2,Intensive Support,0.01,0.75,0.2,0.03,0.01,0.9,0.23,0,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400036,CHICAGO VIRTUAL,38 S PEORIA St,Chicago,IL,60607,,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Charter,667,Level 2+,Not Applicable,0.06,0.54,0.19,0.14,0.08,0.71,0.15,0.06,0.24,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609674,CHICAGO VOCATIONAL HS,2100 E 87TH St,Chicago,IL,60617,609674,"9, 10, 11, 12",Career academy,872,Level 2+,Intensive Support,0,0.97,0.02,0,0.01,0.97,0.28,0.02,0.25,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609854,CHOPIN,2450 W RICE St,Chicago,IL,60622,609854,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,460,Level 1,Good Standing,0,0.21,0.71,0.07,0.01,0.95,0.25,0.3,0.16,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609855,CHRISTOPHER,5042 S ARTESIAN Ave,Chicago,IL,60632,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,392,Inability to Rate,Good Standing,0.01,0.17,0.77,0.06,0.01,0.9,0.58,0.5,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400159,CHRISTOPHER HOUSE,5235 W BELDEN Ave,Chicago,IL,60639,,"K, 1, 2, 3, 4",Charter,275,Level 1,Not Applicable,0,0.03,0.95,0.01,0,0.93,0.13,0.48,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400023,CICS - AVALON/SOUTH SHORE,1501 E 83RD Pl,Chicago,IL,60619,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,490,Level 1+,Not Applicable,0,0.97,0.01,0,0.01,0.91,0.1,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400024,CICS - BASIL,1816 W GARFIELD Blvd,Chicago,IL,60609,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,729,Level 2,Not Applicable,0,0.84,0.14,0,0.01,0.93,0.11,0.08,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400092,CICS - BOND,13300 S LANGLEY Ave,Chicago,IL,60827,,"K, 1, 2, 3, 4, 5, 6",Charter,353,Level 1,Not Applicable,0,0.99,0.01,0,0,0.97,0.12,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400025,CICS - BUCKTOWN,2235 N HAMILTON Ave,Chicago,IL,60647,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,690,Level 2+,Not Applicable,0.01,0.11,0.83,0.04,0.03,0.72,0.13,0.16,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400113,CICS - CHICAGOQUEST HS,1443 N OGDEN Ave,Chicago,IL,60610,,"9, 10, 11, 12",Charter,286,Level 2+,Not Applicable,0,0.78,0.18,0.03,0.01,0.93,0.21,0.05,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400032,CICS - ELLISON HS,1817 W 80TH St,Chicago,IL,60620,400032,"9, 10, 11, 12",Charter,402,Level 2+,Not Applicable,0,1,0,0,0,0.94,0.2,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400027,CICS - IRVING PARK,3820 N SPAULDING Ave,Chicago,IL,60618,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,555,Level 1,Not Applicable,0.05,0.06,0.67,0.19,0.03,0.54,0.1,0.18,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400033,CICS - LONGWOOD,1309 W 95TH St,Chicago,IL,60643,,"5, 6, 7, 8, 9, 10, 11, 12",Charter,1309,Level 2,Not Applicable,0,0.99,0.01,0,0,0.92,0.16,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400026,CICS - LOOMIS,9535 S LOOMIS St,Chicago,IL,60643,,"K, 1, 2",Charter,540,Inability to Rate,Not Applicable,0,0.98,0.01,0,0.01,0.92,0.1,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400034,CICS - NORTHTOWN HS,3900 W PETERSON Ave,Chicago,IL,60659,,"9, 10, 11, 12",Charter,894,Level 1+,Not Applicable,0.16,0.07,0.55,0.2,0.04,0.79,0.22,0.11,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400028,CICS - PRAIRIE,11530 S PRAIRIE Ave,Chicago,IL,60628,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,417,Level 2+,Not Applicable,0,0.49,0.48,0,0.02,0.94,0.11,0.25,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400029,CICS - WASHINGTON PARK,110 E 61ST St,Chicago,IL,60637,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,469,Level 2,Not Applicable,0,0.99,0.01,0,0.01,0.94,0.11,0,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400030,CICS - WEST BELDEN,2245 N MCVICKER Ave,Chicago,IL,60639,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,531,Level 1+,Not Applicable,0,0.07,0.92,0.01,0,0.9,0.13,0.41,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=400031,CICS - WRIGHTWOOD,8130 S CALIFORNIA Ave,Chicago,IL,60652,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,778,Level 2+,Not Applicable,0,0.95,0.03,0.01,0.02,0.86,0.09,0.02,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610347,CLAREMONT,2300 W 64TH St,Chicago,IL,60636,610347,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,443,Level 1+,Good Standing,0,0.84,0.14,0.01,0.02,0.98,0.22,0.06,0.43,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609795,CLARK ES,1045 S MONITOR Ave,Chicago,IL,60644,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,250,Level 2+,Good Standing,0.01,0.59,0.35,0.03,0.03,0.91,0.09,0.16,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610244,CLARK HS,5101 W HARRISON St,Chicago,IL,60644,610244,"9, 10, 11, 12",Magnet,522,Level 2+,Good Standing,0,0.97,0.03,0,0,0.86,0.13,0.01,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609856,CLAY,13231 S BURLEY Ave,Chicago,IL,60633,609856,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,637,Level 1,Good Standing,0,0.13,0.75,0.08,0.04,0.91,0.13,0.27,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609759,CLEMENTE HS,1147 N WESTERN Ave,Chicago,IL,60622,609759,"9, 10, 11, 12",Neighborhood,704,Level 2+,Provisional Support,0,0.3,0.68,0.01,0.01,0.94,0.23,0.09,0.2,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609857,CLEVELAND,3121 W BYRON St,Chicago,IL,60618,609857,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,598,Level 1,Good Standing,0.05,0.03,0.83,0.06,0.03,0.86,0.26,0.38,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609859,CLINTON,6110 N FAIRFIELD Ave,Chicago,IL,60659,609859,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1203,Level 1+,Good Standing,0.42,0.13,0.28,0.16,0.01,0.92,0.06,0.53,0.21,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609861,CLISSOLD,2350 W 110TH Pl,Chicago,IL,60643,609861,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,515,Level 1,Good Standing,0.01,0.63,0.07,0.27,0.02,0.45,0.17,0.02,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610199,COLEMON,1441 W 119TH St,Chicago,IL,60643,610199,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,257,Level 1+,Good Standing,0.01,0.93,0.06,0,0,0.85,0.1,0.05,0.06,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609862,COLES,8441 S YATES Blvd,Chicago,IL,60617,609862,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,473,Level 1+,Good Standing,0,0.98,0.01,0,0,0.97,0.14,0.01,0.29,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610499,COLLINS HS,1313 S SACRAMENTO Dr,Chicago,IL,60623,610499,"9, 10, 11, 12",Small,266,Level 3,Intensive Support,0,0.99,0,0,0,0.98,0.19,0,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610170,COLUMBIA EXPLORERS,4520 S KEDZIE Ave,Chicago,IL,60632,610170,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1168,Level 1+,Good Standing,0,0.01,0.97,0.01,0.01,0.93,0.1,0.38,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609863,COLUMBUS,1003 N LEAVITT St,Chicago,IL,60622,609863,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,301,Level 1,Good Standing,0.01,0.08,0.25,0.65,0.02,0.77,0.09,0.39,0.09,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609864,COOK,8150 S BISHOP St,Chicago,IL,60620,609864,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,382,Level 2+,Provisional Support,0,0.98,0.01,0,0.01,0.98,0.17,0,0.42,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609866,COONLEY,4046 N LEAVITT St,Chicago,IL,60618,609866,"K, 1, 2, 3, 4, 5, 6, 7, 8",Regional gifted center,948,Level 1+,Good Standing,0.05,0.02,0.24,0.62,0.07,0.18,0.12,0.06,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609867,COOPER,1624 W 19TH St,Chicago,IL,60608,609867,"K, 1, 2, 3, 4, 5",Neighborhood,501,Level 1+,Good Standing,0,0.03,0.96,0.01,0.01,0.96,0.16,0.56,0.08,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609870,CORKERY,2510 S KILDARE Ave,Chicago,IL,60623,609870,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,517,Level 2+,Good Standing,0,0.17,0.82,0.01,0.01,0.95,0.14,0.39,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609761,CORLISS HS,821 E 103RD St,Chicago,IL,60628,609761,"9, 10, 11, 12",Neighborhood,367,Level 2,Intensive Support,0,0.99,0.01,0,0,0.96,0.28,0,0.44,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610355,COURTENAY,4420 N BEACON St,Chicago,IL,60640,610355,"K, 1, 2, 3, 4, 5, 6, 7, 8",Small,431,Level 1+,Good Standing,0.06,0.47,0.34,0.1,0.03,0.85,0.31,0.27,0.29,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610561,CRANE MEDICAL HS,2245 W JACKSON Blvd,Chicago,IL,60612,610561,"9, 10, 11, 12",Magnet,577,Level 1,Good Standing,0.01,0.72,0.25,0.01,0.01,0.87,0.04,0.01,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609873,CROWN,2128 S SAINT LOUIS Ave,Chicago,IL,60623,609873,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,283,Level 2,Intensive Support,0,0.95,0.05,0,0,0.98,0.15,0.02,0.27,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610003,CUFFE,8324 S RACINE Ave,Chicago,IL,60620,610003,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,380,Level 1,Good Standing,0,0.99,0.01,0,0,0.95,0.15,0,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610004,CULLEN,10650 S EBERHART Ave,Chicago,IL,60628,610004,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,183,Level 1+,Good Standing,0,0.98,0.01,0,0.01,0.93,0.13,0.02,0.3,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609756,CURIE HS,4959 S ARCHER Ave,Chicago,IL,60632,609756,"11, 12",Magnet,2869,Level 2+,Good Standing,0.03,0.13,0.82,0.02,0.01,0.92,0.1,0.1,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609900,CURTIS,32 E 115TH St,Chicago,IL,60628,609900,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,552,Level 1,Intensive Support,0,0.95,0.04,0,0.01,1,0.11,0.02,0.36,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610239,DALEY,5024 S WOLCOTT Ave,Chicago,IL,60609,610239,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,619,Level 2+,Good Standing,0,0.09,0.91,0,0,0.99,0.09,0.48,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609875,DARWIN,3116 W BELDEN Ave,Chicago,IL,60647,609875,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,524,Level 1,Good Standing,0.01,0.08,0.86,0.05,0.01,0.81,0.16,0.38,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610521,DAVIS M,6740 S PAULINA St,Chicago,IL,60636-330,,"K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,249,Level 1+,Good Standing,0,0.93,0.07,0,0,0.96,0.13,0.04,0.22,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609876,DAVIS N,3014 W 39TH Pl,Chicago,IL,60632,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,776,Level 1,Good Standing,0,0.01,0.96,0.02,0,0.98,0.13,0.52,0.18,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609879,DAWES,3810 W 81ST Pl,Chicago,IL,60652,609879,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,1044,Level 1+,Good Standing,0,0.17,0.81,0.01,0.01,0.98,0.17,0.23,0.15,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610313,DE DIEGO,1313 N CLAREMONT Ave,Chicago,IL,60622,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,651,Level 2+,Provisional Support,0.01,0.23,0.7,0.03,0.03,0.91,0.13,0.1,0.14,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609880,DECATUR,7030 N SACRAMENTO Ave,Chicago,IL,60645,,"K, 1, 2, 3, 4, 5, 6",Classical,290,Level 1+,Good Standing,0.33,0.04,0.13,0.42,0.08,0.13,0.05,0,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609883,DENEEN,7240 S WABASH Ave,Chicago,IL,60619,609883,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,551,Level 2+,Good Standing,0,0.98,0.01,0.01,0,0.99,0.15,0,0.27,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610367,DEPRIEST,139 S PARKSIDE Ave,Chicago,IL,60644,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,608,Level 1,Good Standing,0,0.96,0.03,0,0.01,0.97,0.19,0.01,0.3,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610252,DETT,2131 W MONROE St,Chicago,IL,60612,610252,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,319,Level 2,Intensive Support,0,0.97,0.02,0,0.01,0.98,0.32,0.01,0.34,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609884,DEVER,3436 N OSCEOLA Ave,Chicago,IL,60634,609884,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,778,Level 1,Good Standing,0.05,0.02,0.5,0.41,0.02,0.59,0.12,0.26,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610402,DEVRY HS,3300 N CAMPBELL Ave,Chicago,IL,60618,,"11, 12",Magnet,194,Level 1+,Good Standing,0.07,0.37,0.44,0.11,0.02,0.69,0.02,0.01,0.02,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609885,DEWEY,5415 S UNION Ave,Chicago,IL,60609,609885,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,411,Level 1+,Intensive Support,0,0.93,0.07,0,0.01,0.98,0.1,0.03,0.42,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609874,DIRKSEN,8601 W FOSTER Ave,Chicago,IL,60656,609874,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,890,Level 1+,Good Standing,0.11,0.03,0.14,0.71,0.02,0.77,0.11,0.52,0.2,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610363,DISNEY,4140 N MARINE Dr,Chicago,IL,60613,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,1543,Level 1+,Good Standing,0.1,0.41,0.22,0.21,0.05,0.58,0.09,0.11,0.04,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610515,DISNEY II ES,3815 N KEDVALE Ave,Chicago,IL,60641,,"PK, K, 1, 2, 3, 4, 5, 6",Magnet,426,Level 1+,Good Standing,0.05,0.09,0.39,0.44,0.04,0.3,0.1,0.13,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610564,DISNEY II HS,3900 N LAWNDALE Ave,Chicago,IL,60618,,"6, 7, 8, 9, 10, 11, 12",Magnet,707,Level 1+,Good Standing,0.04,0.19,0.52,0.22,0.03,0.57,0.11,0.02,0.03,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609887,DIXON,8306 S SAINT LAWRENCE Ave,Chicago,IL,60619,609887,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,590,Level 1+,Good Standing,0,0.99,0.01,0,0.01,0.83,0.11,0.01,0.12,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609891,DOOLITTLE,535 E 35TH St,Chicago,IL,60616,609891,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,278,Level 3,Intensive Support,0,0.99,0.01,0,0,0.99,0.11,0.01,0.28,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609893,DORE,6108 S NATOMA Ave,Chicago,IL,60638,609893,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,745,Level 1,Good Standing,0,0.03,0.65,0.31,0.01,0.51,0.18,0.12,0.11,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610245,DOUGLASS HS,543 N WALLER Ave,Chicago,IL,60644,610245,"9, 10, 11, 12",Neighborhood,158,Level 3,Intensive Support,0,0.96,0.03,0,0.01,0.98,0.3,0.01,0.5,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609894,DRAKE,2710 S DEARBORN St,Chicago,IL,60616,609894,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,400,Level 2,Intensive Support,0,0.98,0.02,0,0,0.94,0.18,0.01,0.17,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609896,DRUMMOND,1845 W CORTLAND St,Chicago,IL,60622,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Magnet,347,Level 1,Good Standing,0.05,0.07,0.38,0.4,0.11,0.28,0.06,0.05,0,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610364,DUBOIS,330 E 133RD St,Chicago,IL,60827,610364,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,258,Level 1,Good Standing,0,0.96,0.02,0.01,0.01,0.98,0.12,0.02,0.47,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610263,DULLES,6311 S CALUMET Ave,Chicago,IL,60637,610263,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,643,Level 1,Intensive Support,0,0.96,0.02,0,0.02,1,0.1,0,0.38,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=609676,DUNBAR HS,3000 S KING Dr,Chicago,IL,60616,609676,"9, 10, 11, 12",Career academy,509,Level 2,Intensive Support,0,0.97,0.02,0,0,0.99,0.26,0.02,0.23,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610188,DUNNE,10845 S UNION Ave,Chicago,IL,60628,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,262,Level 1,Good Standing,0,0.98,0.02,0,0,0.88,0.12,0,0.19,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610352,DURKIN PARK,8445 S KOLIN Ave,Chicago,IL,60652,610352,"K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,711,Level 1+,Good Standing,0,0.13,0.81,0.04,0.02,0.85,0.12,0.34,0.1,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610254,DVORAK,3615 W 16TH St,Chicago,IL,60623,,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Neighborhood,427,Level 1,Intensive Support,0,0.97,0.02,0.01,0,0.98,0.11,0,0.39,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610587,DYETT ARTS HS,555 E 51ST,Chicago,IL,60615-245,610587,9,Neighborhood,150,Inability to Rate,,0,0.97,0.01,0.01,0.01,0.88,0.13,0.01,,
http://schoolinfo.cps.edu/schoolprofile/SchoolDetails.aspx?SchoolId=610316,EARHART,1710 E 93RD St,Chicago,IL,60617,610316,"K, 1, 2, 3, 4, 5, 6",Neighborhood,249,Level 1,Good Standing,0,0.96,0.02,0,0.02,0.73,0.09,0.03,0.07,
